genre,artist_name,track_name,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,valence,release_date
Movie,Richard M. Sherman,Forgotten Dreams,0,0.987,0.429,89947,0.0478,0.959,0.102,-14.17,0.0468,0.111,01-07-2021
Movie,Chorus,High (feat. Syross & Messieh),0,0.414,0.642,154176,0.63,0,0.145,-5.814,0.187,0.19,9/25/2020
Movie,Chorus,Kaisi Anokhi Mehfil,0,0.636,0.615,234480,0.846,7.55E-05,0.0847,-4.381,0.0909,0.924,2001
Movie,Henri Salvador,24 heures par jour,0,0.951,0.805,153973,0.156,0,0.175,-13.312,0.106,0.512,01-01-2001
Movie,Choeurs,Georges Bizet : Sur la place,0,0.974,0.39,375258,0.196,8.05E-06,0.146,-18.037,0.0626,0.372,8/18/2001
Movie,Chorus,Daivapithave,0,0.523,0.627,225307,0.422,0,0.136,-10.8,0.0262,0.387,2/23/2001
Movie,Chorus,Ven a una nave espacial,1,0.506,0.653,66320,0.45,0,0.385,-7.184,0.0402,0.663,01-01-2001
Movie,Henri Salvador,Bon appÃ©tit mademoiselle,0,0.726,0.478,143933,0.461,2.95E-06,0.0776,-8.745,0.0771,0.768,01-01-2001
Movie,Chorus,Shri Gayatri Mahamantra,0,0.962,0.518,249973,0.122,0,0.119,-15.349,0.0348,0.299,03-02-2001
Movie,Larry Groce,Choices,1,0.407,0.508,216720,0.377,0,0.111,-9.52,0.0319,0.587,3/13/2001
Movie,Leopold Stokowski,Symphony No.1 In C Major : IV. Allegro Vivace,2,0.678,0.333,372107,0.384,0.861,0.032,-12.059,0.0389,0.379,01-01-2001
Movie,Debbie Davis,You Know I'm No Good,3,0.9,0.471,252547,0.498,0.0327,0.117,-9.02,0.029,0.719,01-01-2001
Movie,Chorus,Czy PamiÄ™tasz,0,0.0488,0.598,307867,0.704,0.229,0.0619,-11.439,0.0409,0.405,8/18/2001
Movie,Les HÃ©rissons,Mabrouka Ananas ma Nana,0,0.639,0.632,171356,0.86,6.55E-06,0.0768,-3.529,0.122,0.845,01-01-2001
Movie,Henri Salvador,Cherche la rose,3,0.619,0.242,208733,0.312,1.40E-06,0.109,-10.82,0.0288,0.146,07-03-2001
Movie,Chorus,I Denne SÃ¸te Juletid: Kom La Oss GÃ¥ Og Se!,0,0.474,0.524,101000,0.182,0.139,0.258,-20.347,0.0417,0.478,10-03-2001
Movie,Michel Roux,Les aventures d'ArsÃ¨ne Lupin: 813 - Partie 5,0,0.529,0.643,2359123,0.415,0,0.536,-15.622,0.883,0.405,2/20/2001
Movie,Debbie Davis,Mele Kalikimaka,0,0.605,0.641,170373,0.49,0,0.333,-7.021,0.0329,0.939,01-01-2021
Movie,Chorus,Swami Samartha Majhe Aai,0,0.228,0.684,203492,0.746,0,0.196,-5.847,0.0448,0.745,09-11-2001
Movie,Randy Newman,This Is Gonna Be Good,6,0.604,0.108,200053,0.196,0.327,0.388,-14.415,0.0361,0.0625,6/19/2001
Movie,Idoles De La Musique,Marie,0,0.463,0.439,216155,0.609,0,0.112,-7.628,0.0286,0.198,10/16/2001
Movie,Jean Claude Corbel,Tom Pouce 1,0,0.738,0.571,167053,0.204,0,0.319,-15.638,0.878,0.673,1/29/2021
Movie,Jean Claude Corbel,Les premiers mammifÃ¨res,0,0.743,0.559,181116,0.286,0,0.176,-17.038,0.302,0.439,2001
Movie,Martin & les fÃ©es,"Une Ã©nigmatique jeune femme blonde (par VÃ©ronique Jannot, Paul Ventimila & Arielle Dombasle)",1,0.237,0.662,182067,0.195,0,0.431,-14.405,0.846,0.58,9/25/2020
Movie,Bernard Minet,Juliette je t'aime - GÃ©nÃ©rique,10,0.629,0.659,158307,0.495,0,0.298,-13.879,0.0832,0.782,2/23/2001
Movie,Henri Salvador,Il Pleut BergÃ¨re - Remastered,5,0.304,0.423,124067,0.454,0,0.288,-10.19,0.03,0.708,3/13/2001
Movie,Jean Claude Corbel,Aladin 1,0,0.63,0.539,326800,0.462,0,0.164,-12.981,0.136,0.409,1/20/2021
Movie,Larry Morey,The Silly Song (The Dwarfs' Yodel Song),1,0.713,0.823,103178,0.633,0.000512,0.0536,-11.181,0.0343,0.973,09-11-2001
Movie,Henri Salvador,Mazurka Pour Ma Mie,1,0.741,0.428,175800,0.713,0,0.191,-8.41,0.0665,0.878,12/28/2020
Movie,Houcine,Je m'accroche,1,0.00759,0.794,207920,0.554,0.000614,0.143,-7.042,0.0566,0.687,2001
Movie,Frank Churchill,"Chorale for Snow White - From ""Snow White and the Seven Dwarfs""/Score",1,0.463,0.188,67427,0.00154,0.881,0.11,-25.274,0.0473,0.539,01-01-2001
Movie,Chorus,Titlee Pyari Titlee,0,0.78,0.606,159840,0.389,0,0.0529,-13.774,0.0316,0.848,2001
Movie,Randy Newman,The Pros Go To College,2,0.989,0.375,80853,0.107,0.785,0.173,-18.659,0.0357,0.072,08-07-2001
Movie,Lucie Dolene,"Sept variations sur ""La Seine""",0,0.89,0.441,414213,0.214,8.59E-06,0.289,-9.759,0.0515,0.336,9/25/2020
Movie,Randy Newman,A New Day: 7:00 A.M.,1,0.979,0.211,300800,0.041,0.926,0.152,-22.749,0.0371,0.0378,01-01-2001
Movie,Frank Churchill,"Whistle While You Work - London, Dec. 8, 1938, HMV B-8835, MX. OEA 7224-1",0,0.987,0.723,191040,0.158,0.145,0.115,-16.343,0.0511,0.807,1/20/2021
Movie,China Moses,Nicotine,6,0.566,0.522,214596,0.392,5.03E-06,0.15,-9.537,0.069,0.36,10/16/2001
R&B,Mary J. Blige,Be Without You - Kendu Mix,65,0.083,0.724,246333,0.689,0,0.304,-5.922,0.135,0.693,10/29/2001
R&B,Rihanna,Desperado,63,0.323,0.685,186467,0.61,0,0.102,-5.221,0.0439,0.323,10/23/2020
R&B,Yung Bleu,Ice On My Baby (feat. Kevin Gates) - Remix,62,0.0675,0.762,199520,0.52,3.95E-06,0.114,-5.237,0.0959,0.0862,6/29/2001
R&B,Surfaces,Heaven Falls / Fall on Me,61,0.36,0.563,240597,0.366,0.00243,0.0955,-6.896,0.121,0.768,1/20/2021
R&B,Olivia O'Brien,Love Myself,68,0.596,0.653,213947,0.621,0,0.0811,-5.721,0.0409,0.466,9/25/2020
R&B,ELHAE,Needs,61,0.661,0.51,205640,0.331,0,0.123,-13.073,0.0895,0.225,9/20/2001
R&B,Nao,Make It Out Alive (feat. SiR),64,0.667,0.67,239147,0.649,0.00013,0.109,-7.426,0.0875,0.618,01-01-2001
R&B,Frank Ocean,Seigfried,66,0.975,0.377,334570,0.255,0.000208,0.102,-11.165,0.0387,0.37,1/20/2021
R&B,Layton Greene,Roll In Peace,60,0.72,0.523,170343,0.507,0,0.0774,-6.448,0.225,0.7,11-06-2001
R&B,Usher,You Make Me Wanna...,69,0.0359,0.761,219120,0.639,0,0.0945,-7.577,0.0539,0.922,1/20/2021
R&B,Mariah Carey,Hero,71,0.735,0.501,257733,0.378,0,0.119,-9.37,0.029,0.178,1/20/2021
R&B,BeyoncÃ©,Flawless Remix,69,0.241,0.639,234413,0.659,8.33E-06,0.484,-7.273,0.215,0.457,9/25/2020
R&B,Jason Derulo,Tip Toe (feat. French Montana),76,0.0233,0.845,187521,0.709,0,0.094,-4.547,0.0714,0.62,8/14/2001
R&B,TWENTY88,On The Way,61,0.0808,0.584,203227,0.687,0,0.2,-7.176,0.321,0.324,10/29/2001
R&B,Big Sean,I Know,66,0.288,0.741,319973,0.345,0,0.117,-11.31,0.0754,0.277,01-01-2001
R&B,Christina Aguilera,"Lady Marmalade - From ""Moulin Rouge"" Soundtrack",65,0.0174,0.751,264847,0.766,8.07E-06,0.658,-3.594,0.0515,0.673,2001
R&B,Tierra Whack,CLONES,61,0.184,0.791,171392,0.494,0.0182,0.482,-8.705,0.347,0.6,10/23/2020
R&B,Jessie Reyez,Body Count (feat. Normani & Kehlani) - Remix,62,0.458,0.703,158947,0.586,0,0.154,-4.587,0.212,0.264,9/25/2020
R&B,6LACK,Disconnect,65,0.576,0.457,265883,0.337,9.27E-06,0.19,-10.825,0.166,0.184,3/13/2001
R&B,SZA,Childs Play (feat. Chance the Rapper),65,0.775,0.759,216234,0.342,0,0.112,-9.044,0.0406,0.22,2001
R&B,Kyle Dion,Brown,63,0.0759,0.546,234759,0.698,0.000131,0.0613,-4.678,0.0987,0.616,10/23/2020
R&B,Roy Woods,Get You Good,68,0.0306,0.69,226632,0.502,0,0.145,-7.077,0.0638,0.329,10/23/2020
R&B,Tove Lo,Habits (Stay High),67,0.0703,0.733,209160,0.65,6.59E-05,0.0829,-3.539,0.0315,0.348,1/20/2021
R&B,James Blake,Can't Believe The Way We Flow,65,0.705,0.259,267200,0.536,0.000501,0.432,-10.309,0.0367,0.29,1/20/2021
R&B,Joji,SLOW DANCING IN THE DARK - Loud Luxury Remix,65,0.00616,0.752,176414,0.883,0.0998,0.167,-4.45,0.0426,0.509,1/20/2021
R&B,Jennifer Lopez,Dinero,70,0.41,0.721,213750,0.881,7.61E-06,0.292,-2.528,0.342,0.643,1/20/2021
R&B,Rihanna,Hate That I Love You,72,0.323,0.637,218947,0.73,0,0.0981,-5.38,0.0874,0.732,1/20/2021
R&B,Miguel,Remember Me (DÃºo),66,0.426,0.612,164453,0.548,0,0.502,-6.71,0.0351,0.617,11-07-2001
R&B,TLC,Creep,68,0.0193,0.811,268533,0.458,1.41E-06,0.0526,-9.688,0.0402,0.797,1/20/2021
R&B,PARTYNEXTDOOR,Wus Good / Curious,67,0.0727,0.344,212880,0.537,0.000127,0.225,-8.215,0.079,0.453,6/29/2001
R&B,MIKExANGEL,Complicated,64,0.107,0.577,192984,0.516,0,0.325,-7.616,0.259,0.343,1/20/2021
R&B,Nick Jonas,"Introducing Me - From ""Camp Rock 2: The Final Jam""",68,0.46,0.513,186893,0.496,0,0.106,-6.049,0.0511,0.676,01-01-2001
R&B,Tory Lanez,S.w.I.n.G (feat. PnB Rock & Trey Songz),67,0.244,0.621,278515,0.777,0,0.449,-4.75,0.151,0.526,01-01-2001
R&B,Chris Brown,Privacy,68,0.153,0.741,220964,0.58,0,0.109,-7.741,0.378,0.428,1/22/2021
R&B,Alina Baraz,Lavender and Velvet,62,0.401,0.684,228966,0.512,0,0.1,-7.232,0.0401,0.354,11-02-2001
R&B,Dreezy,Body,62,0.552,0.735,232707,0.567,0,0.0659,-5.962,0.0635,0.574,3/13/2001
R&B,T-Pain,Here It Comes (feat. Russ),57,0.0332,0.716,222004,0.597,0,0.163,-7.774,0.0547,0.306,09-11-2001
R&B,PJ Morton,Say So (feat. JoJo),63,0.591,0.502,212973,0.409,0,0.113,-7.581,0.0512,0.234,10/23/2020
R&B,Tom Misch,Movie,67,0.391,0.785,357357,0.379,0.0161,0.267,-11.446,0.0732,0.182,10/23/2020
R&B,Usher,OMG (feat. will.i.am),70,0.198,0.781,269493,0.745,1.14E-05,0.36,-5.81,0.0332,0.326,01-01-2001
R&B,Jeremih,All The Time,70,0.53,0.679,264200,0.44,5.15E-06,0.228,-9.313,0.351,0.0336,10/23/2020
R&B,Dijon,Skin,62,0.512,0.674,230625,0.616,2.10E-06,0.331,-3.471,0.0272,0.551,05-07-2001
R&B,Yuna,Crush,65,0.366,0.678,243133,0.414,3.78E-06,0.0885,-10.144,0.0498,0.355,3/26/2021
R&B,Keri Hilson,Pretty Girl Rock,64,0.203,0.666,243920,0.87,0,0.0851,-5.004,0.246,0.9,11-12-2001
R&B,Steve Lacy,Some,63,0.00548,0.784,118393,0.554,0.254,0.0995,-6.417,0.03,0.634,04-02-2021
R&B,The Japanese House,Saw You In A Dream,62,0.0729,0.605,208280,0.446,0,0.149,-8.244,0.028,0.685,11-02-2001
R&B,T-Pain,A Million Times (feat. O.T. Genasis),59,0.0761,0.738,293345,0.519,0,0.092,-5.403,0.185,0.61,1/22/2021
R&B,Tory Lanez,KeeP IN tOUcH (feat. Bryson Tiller),68,0.305,0.539,199627,0.886,0,0.0955,-4.332,0.493,0.562,10-11-2001
R&B,The Weeknd,Attention,67,0.682,0.671,197653,0.428,0.0002,0.121,-7.054,0.124,0.36,1/22/2021
R&B,H.E.R.,2,61,0.313,0.794,188987,0.448,0.0184,0.128,-7.401,0.148,0.429,2001
R&B,T-Pain,RIP to the Parking Lot (feat. Boosie Badazz),57,0.0227,0.769,242250,0.558,0,0.0803,-6.526,0.344,0.771,1/22/2021
R&B,City Girls,Season (feat. Lil Baby),61,0.0101,0.595,202943,0.695,0,0.157,-4.634,0.306,0.401,1/22/2021
R&B,Brent Faiyaz,Lovely,60,0.575,0.385,291098,0.473,2.88E-05,0.13,-8.656,0.0519,0.0575,1/22/2021
R&B,Jacquees,Inside feat. Trey Songz,64,0.0163,0.71,248467,0.578,0,0.246,-5.84,0.0604,0.512,01-01-2001
R&B,JP Saxe,The Few Things (with Charlotte Lawrence),67,0.64,0.536,211567,0.426,5.88E-06,0.147,-10.446,0.123,0.375,1/22/2021
R&B,Chingy,Right Thurr,70,0.15,0.866,249800,0.749,0,0.0591,-3.977,0.253,0.891,1/22/2021
R&B,H.E.R.,I'm Not OK,60,0.865,0.535,205973,0.395,1.78E-05,0.0996,-11.887,0.0614,0.147,10-02-2001
R&B,Wale,Lotus Flower Bomb (feat. Miguel),65,0.611,0.512,213253,0.598,0,0.0881,-4.959,0.115,0.345,1/22/2021
R&B,Kiana LedÃ©,Wicked Games,62,0.447,0.789,181267,0.435,0,0.135,-7.042,0.0599,0.456,1/22/2021
